index,Job Title,Salary Estimate,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Job_country,Job_state,Company_Year,python_yn,visualization_yn,Excel_yn,analysis_yn,communication_yn,aws_yn
489,Data Scientist - Engineering Analytics,170000,3.9,"Verizon
",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Nevada,Nevada,22,0,1,1,1,1,0
491,"Senior Data Scientist (Open to remote work, except the following locations: SD, VT, and WV)",150000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
492,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Denver, CO,23,0,0,0,0,0,0
493,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.5,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
494,Manager - Statistical Analyst,132750,4.0,"Charles Schwab
",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0
495,"Data Scientist, Basketball Integrity",91252,3.9,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
496,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
497,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
499,Principal Data Scientist - Engineering Analytics,170000,3.9,"Verizon
",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Nevada,Nevada,22,0,1,0,1,1,0
501,Data Scientist (University Graduate),151000,4.4,"Indeed
",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0
502,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
503,Lead Data Scientist,133311,3.3,"Activision
",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0
504,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
505,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
506,"Data Scientist, Infrastructure",162533,4.1,"Pinterest
",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0
507,"Senior Data Scientist, ESG Innovation and Solutions",156400,4.1,"S&P Global
",10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),Boston, MA,134,1,0,1,1,1,0
508,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
510,"Staff Data Scientist, Platform",150200,4.6,"Slack
",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0
511,Data Scientist - Machine Learning,147696,4.0,"Twitch
",1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,San Francisco, CA,11,0,0,0,0,0,0
512,Computer Engineer (Data Scientist),140014,3.5,"US Internal Revenue Service
",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0
513,Data Science Manager - Communities & Servers,96438,4.4,"Discord
",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0
514,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125043,4.4,"McKinsey & Company
",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0
516,Senior Data Analyst (Loyalty & Player Engagement),119944,4.0,"PlayStation Global
",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0
517,"Data Scientist, Freemium Innovation",139731,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
518,Data Scientist,117000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
519,Data Scientist - Engineering Analytics,170000,3.9,"Verizon
",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Nevada,Nevada,22,0,1,1,1,1,0
521,"Senior Data Scientist (Open to remote work, except the following locations: SD, VT, and WV)",150000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
522,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Denver, CO,23,0,0,0,0,0,0
523,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.5,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
524,Manager - Statistical Analyst,132750,4.0,"Charles Schwab
",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0
525,"Data Scientist, Basketball Integrity",91252,3.9,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
526,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
527,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
529,Data Scientist (University Graduate),151000,4.4,"Indeed
",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0
530,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
531,Lead Data Scientist,133311,3.3,"Activision
",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0
532,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
534,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
535,"Data Scientist, Infrastructure",162533,4.1,"Pinterest
",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0
536,"Senior Data Scientist, ESG Innovation and Solutions",156400,4.1,"S&P Global
",10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),Boston, MA,134,1,0,1,1,1,0
538,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
539,Senior Data Analyst,97104,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
540,"Staff Data Scientist, Platform",150200,4.6,"Slack
",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0
541,Computer Engineer (Data Scientist),140014,3.5,"US Internal Revenue Service
",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0
542,Data Science Manager - Communities & Servers,96438,4.4,"Discord
",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0
543,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125043,4.4,"McKinsey & Company
",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0
545,"Data Scientist, Freemium Marketing Analytics",107170,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
546,Senior Data Analyst (Loyalty & Player Engagement),119944,4.0,"PlayStation Global
",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0
547,Data Scientist,117000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
548,Data Scientist - Engineering Analytics,170000,3.9,"Verizon
",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Nevada,Nevada,22,0,1,1,1,1,0
550,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Denver, CO,23,0,0,0,0,0,0
551,"Senior Data Scientist (Open to remote work, except the following locations: SD, VT, and WV)",150000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
552,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.5,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
553,"Data Scientist, Game Analytics & Strategy",112130,3.9,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
554,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
555,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
556,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
557,Lead Data Scientist,133311,3.3,"Activision
",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0
559,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
560,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
561,"Senior Data Scientist, ESG Innovation and Solutions",156400,4.1,"S&P Global
",10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),Boston, MA,134,1,0,1,1,1,0
562,Data Scientist (University Graduate),151000,4.4,"Indeed
",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0
564,Senior Data Analyst,97104,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
565,Manager - Statistical Analyst,132750,4.0,"Charles Schwab
",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0
566,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
569,"Data Scientist, Infrastructure",162533,4.1,"Pinterest
",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0
570,"Staff Data Scientist, Platform",150200,4.6,"Slack
",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0
571,Computer Engineer (Data Scientist),140014,3.5,"US Internal Revenue Service
",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0
572,Data Science Manager - Communities & Servers,96438,4.4,"Discord
",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0
573,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125043,4.4,"McKinsey & Company
",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0
575,"Data Scientist, Freemium Marketing Analytics",107170,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
576,Senior Data Analyst (Loyalty & Player Engagement),119944,4.0,"PlayStation Global
",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0
577,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Remote,Remote,23,0,0,0,0,0,0
578,"Data Scientist, Basketball Integrity",91252,3.9,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
580,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
581,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.5,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
582,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
583,Data Scientist,117000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
584,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
585,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
586,"Data Scientist, Operations Data Science",95000,4.5,"Google
",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Mountain View, CA,24,1,0,0,0,0,0
587,Lead Data Scientist,133311,3.3,"Activision
",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0
590,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
591,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
592,Data Scientist (University Graduate),151000,4.4,"Indeed
",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0
593,"Senior Manager, Advanced Analytics Data Scientist",104841,4.0,"Chanel
",10000+ Employees,1924,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),New York, NY,98,0,0,0,0,1,0
594,Senior Data Scientist - Marketing Analytics (Remote Eligible),126000,4.2,"Redfin
",1001 to 5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Remote,Remote,18,0,0,0,0,0,0
595,"Data Scientist, Marketing Analytics & Insights",96004,4.0,"Sony Pictures Entertainment, Inc.
",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City, CA,33,0,0,0,0,0,0
597,Senior Data Scientist,181500,4.0,"Charles Schwab
",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0
598,"Data Scientist, Infrastructure",162533,4.1,"Pinterest
",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0
599,Senior Data Analyst,97104,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
600,"Staff Data Scientist, Platform",150200,4.6,"Slack
",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0
601,Computer Engineer (Data Scientist),140014,3.5,"US Internal Revenue Service
",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0
602,Data Science Manager - Communities & Servers,96438,4.4,"Discord
",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0
603,"Data Scientist, Freemium Marketing Analytics",107170,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
604,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125043,4.4,"McKinsey & Company
",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0
606,Senior Data Analyst (Loyalty & Player Engagement),119944,4.0,"PlayStation Global
",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0
607,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Remote,Remote,23,0,0,0,0,0,0
608,"Data Scientist, Basketball Integrity",91252,3.9,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
610,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.5,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
611,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
612,Data Scientist,117000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
613,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
614,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
616,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
617,Data Scientist (University Graduate),151000,4.4,"Indeed
",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0
618,"Data Scientist, Operations Data Science",95000,4.5,"Google
",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Mountain View, CA,24,1,0,0,0,0,0
619,"Data Scientist, Marketing Analytics & Insights",96004,4.0,"Sony Pictures Entertainment, Inc.
",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City, CA,33,0,0,0,0,0,0
620,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
621,Senior Data Scientist - Marketing Analytics (Remote Eligible),126000,4.2,"Redfin
",1001 to 5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Remote,Remote,18,0,0,0,0,0,0
622,Lead Data Scientist,133311,3.3,"Activision
",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0
623,"Senior Manager, Advanced Analytics Data Scientist",104841,4.0,"Chanel
",10000+ Employees,1924,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),New York, NY,98,0,0,0,0,1,0
624,"Data Scientist, Infrastructure",162533,4.1,"Pinterest
",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0
626,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
627,Senior Data Scientist,181500,4.0,"Charles Schwab
",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0
628,data scientist - People Analytics,115903,3.8,"Starbucks
",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),Seattle, WA,51,0,0,0,0,0,0
630,"Staff Data Scientist, Platform",150200,4.6,"Slack
",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0
631,Data Science Manager - Communities & Servers,96438,4.4,"Discord
",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0
632,Computer Engineer (Data Scientist),140014,3.5,"US Internal Revenue Service
",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0
633,Data Scientist - Machine Learning,147696,4.0,"Twitch
",1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,San Francisco, CA,11,0,0,0,0,0,0
635,"Data Scientist, Freemium Marketing Analytics",107170,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
636,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125043,4.4,"McKinsey & Company
",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0
637,Senior Data Analyst (Loyalty & Player Engagement),119944,4.0,"PlayStation Global
",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0
638,Data Scientist,117000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
639,Lead Data Scientist - Customer Data Science,153275,3.9,"Hulu
",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0
640,"Staff Data Scientist, Platform",150200,4.5,"Salesforce
",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Denver, CO,23,0,0,0,0,0,0
641,"Data Scientist - Tiktok Ads, Growth Marketing",147032,3.6,"TikTok
",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0
642,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199000,4.1,"Nike
",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0
643,"Senior Data Scientist, Product Intelligence",150110,4.4,"Zoom Video Communications, Inc.
",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0
645,"Data Scientist, Basketball Integrity",91252,4.2,"the NBA
",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0
647,"Lead Data Scientist, Marketing Analytics",125496,4.2,"Spotify
",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0
648,"Data Scientist, Marketing Analytics",120445,3.8,"Publix
",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0
649,Data Science Advisor (Express Scripts) - Evernorth,127700,3.8,"Cigna
",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1
